city_name,citycode,nom_insee,lat_insee,lon_insee,code_dept,code_region,population_insee,surface_km2,densite_pop_km2,revenu_median_uc,taux_sans_voiture,voitures_par_menage,part_65plus,distance_dom_trav_med_km,nb_gares,nb_trajets_total,nb_trajets_moy_arret,nb_trajets_max_arret,nb_lignes_total,premier_depart_matin,dernier_depart_ville,amplitude_moy_h,amplitude_max_h,amplitude_min_h,service_weekend,service_7j_sur_7,dist_gare_min_m,has_gare,accessibilite_ord,dernier_depart_apres_minuit
Ambérieu-en-Bugey,01004,Ambérieu-en-Bugey,45.9575,5.3706,01,84,15934.0,24.548000000000002,649.0956493400683,21660.0,0.14665574560674052,1.2008047939887068,0.18061449754646136,8.272244716413862,2,3921,1307.0,2059,49,04:30:00,24:29:00,18.69,18.92,18.33,True,True,2214.0209689079866,True,3,0
Ambérieux-en-Dombes,01005,Ambérieux-en-Dombes,45.9992,4.9119,01,84,1906.0,16.0397,118.83015268365368,24610.0,0.03610824641419681,1.5312835249830123,0.16984965533372354,14.464642950262972,0,0,0.0,0,0,,,,,,False,False,7431.420617442158,False,0,0
Ambronay,01007,Ambronay,46.0099,5.3627,01,84,2841.0,33.7053,84.2894144244377,24860.0,0.05162791844530491,1.484136576513348,0.169292742866163,10.648174076434229,4,597,149.2,240,6,06:55:00,21:23:00,10.08,14.3,0.13,True,True,1713.2785034757278,True,2,0
Anglefort,01010,Anglefort,45.9086,5.7948,01,84,1174.0,29.5554,39.722013574507535,24700.0,0.03520764104380407,1.486097470580126,0.16395758392662244,7.464333811854525,0,0,0.0,0,0,,,,,,False,False,6679.709964604203,False,0,0
Arbent,01014,Arbent,46.2838,5.6879,01,84,3555.0,23.668699999999998,150.19836323921467,22410.0,0.06460747262869353,1.447468914669848,0.22503743617793712,3.8476503919391365,0,0,0.0,0,0,,,,,,False,False,3778.752356055668,False,0,0
Ars-sur-Formans,01021,Ars-sur-Formans,45.9904,4.8195,01,84,1528.0,5.5198,276.821623971883,26430.0,0.02929195623031006,1.5549239891752342,0.18532400390967022,7.902484588128979,0,0,0.0,0,0,,,,,,False,False,7627.02039532909,False,0,0
Artemare,01022,Artemare,45.8701,5.692,01,84,1139.0,3.3229,342.7728791116194,22000.0,0.11492281303602059,1.2641509433962264,0.2953549517966696,6.84961185219045,0,0,0.0,0,0,,,,,,False,False,3828.228841188108,False,0,0
Attignat,01024,Attignat,46.2858,5.1823,01,84,3409.0,18.9431,179.95998543005103,24460.0,0.04192134797001665,1.5216293622227055,0.1922302351052918,10.491046255853572,0,0,0.0,0,0,,,,,,False,False,5912.29337408205,False,0,0
Bâgé-Dommartin,01025,Bâgé-Dommartin,46.3277,4.9704,01,84,4050.0,57.011,71.03892231323779,24880.0,0.032709256197944,1.6023048350990523,0.1686145506774501,12.44749460429644,0,0,0.0,0,0,,,,,,False,False,8566.472462129183,False,0,0
Balan,01027,Balan,45.8268,5.1076,01,84,3077.0,17.9948,170.99384266565895,25770.0,0.021060258310764704,1.6286885074500783,0.10090799572085024,3.9501315974652433,0,0,0.0,0,0,,,,,,False,False,2821.606916568785,False,0,0
Bellignat,01031,Bellignat,46.2402,5.6371,01,84,3525.0,7.819400000000001,450.8018518044862,20550.0,0.17563144966969055,1.1384189233826771,0.20697286793141523,2.4614570074963544,1,324,108.0,190,9,06:21:00,19:28:00,12.93,13.12,12.83,True,True,543.8271734765239,True,2,0
Béligneux,01032,Béligneux,45.8622,5.1415,01,84,3535.0,13.3568,264.65919980833735,23060.0,0.03608145248709246,1.516716454776141,0.15308004394296038,9.907450153852777,1,1743,581.0,872,7,05:37:00,24:13:00,18.08,18.6,17.6,True,True,1925.5447790226444,True,3,0
Valserhône,01033,Valserhône,46.1234,5.7944,01,84,16712.0,62.860699999999994,265.8576821448059,23780.0,0.12912226950941347,1.2434819231730467,0.17104703587962072,0.0,2,3526,881.5,1832,58,04:50:00,23:46:00,16.1,18.93,9.07,True,True,2727.642002918423,True,3,0
Belley,01034,Belley,45.743,5.6927,01,84,9388.0,22.546100000000003,416.39130492635087,21180.0,0.1646816307833257,1.1573522675217591,0.26299892125134844,0.0,0,0,0.0,0,0,,,,,,False,False,12089.384935043912,False,0,0
Valromey-sur-Séran,01036,Valromey-sur-Séran,45.9236,5.6626,01,84,1351.0,56.604099999999995,23.867529030582592,23820.0,0.026397515527950312,1.5124223602484472,0.28296296296296297,11.35113258453279,0,0,0.0,0,0,,,,,,False,False,8399.164826607983,False,0,0
Beynost,01043,Beynost,45.8359,4.9964,01,84,5198.0,10.6897,486.26247696380625,28730.0,0.061665971903666836,1.4791753653300825,0.18676119733013347,8.523725336442222,2,1743,435.8,856,8,05:37:00,24:04:00,13.2,18.45,0.58,True,True,711.5219536297096,True,3,0
Blyes,01047,Blyes,45.8442,5.2515,01,84,1401.0,9.4245,148.65510106636955,27110.0,0.03143302668092585,1.6023670350582475,0.09300084366306943,13.729235367782545,0,0,0.0,0,0,,,,,,False,False,7810.07444565465,False,0,0
La Boisse,01049,La Boisse,45.8483,5.0262,01,84,3449.0,9.4246,365.9571759013645,26780.0,0.04964971564778261,1.5698515982912478,0.15806798597483357,7.6741214945624225,0,0,0.0,0,0,,,,,,False,False,2055.4301143738676,False,0,0
Bourg-en-Bresse,01053,Bourg-en-Bresse,46.2027,5.2469,01,84,42372.0,24.0323,1763.1271247446145,20210.0,0.2185285996253635,0.9921694059276552,0.22846038031936647,0.0,5,5167,574.1,2045,49,05:17:00,24:29:00,12.42,19.2,0.55,True,True,1759.1821660804087,True,3,0
Bourg-Saint-Christophe,01054,Bourg-Saint-Christophe,45.8842,5.1393,01,84,1562.0,8.9982,173.5902736102776,27320.0,0.02391641002339041,1.7013146702027517,0.13733721367754548,11.979833590407551,0,0,0.0,0,0,,,,,,False,False,4039.753922110062,False,0,0
Brens,01061,Brens,45.7163,5.69,01,84,1123.0,6.8848,163.11294445735533,25110.0,0.023431383712483263,1.6163665948258146,0.21790234070616654,4.735759744898309,0,0,0.0,0,0,,,,,,False,False,14941.954574542773,False,0,0
Bressolles,01062,Bressolles,45.8714,5.0984,01,84,1028.0,7.6556,134.28078791995404,28710.0,0.029844668944438928,1.625657298800119,0.16834372428115252,12.335092411397394,0,0,0.0,0,0,,,,,,False,False,3207.4567062401334,False,0,0
Briord,01064,Briord,45.768,5.4832,01,84,1119.0,12.3156,90.86037221085452,23440.0,0.03486168480472184,1.5311078651318086,0.11278335934963121,9.693633147022666,0,0,0.0,0,0,,,,,,False,False,15946.02856415427,False,0,0
Buellas,01065,Buellas,46.2116,5.1468,01,84,1899.0,10.2478,185.308066121509,26810.0,0.03470843805702109,1.5481886723195906,0.20829569227428665,7.766285280887449,0,0,0.0,0,0,,,,,,False,False,4074.074473153479,False,0,0
Certines,01069,Certines,46.1336,5.2638,01,84,1531.0,16.0212,95.56088183157317,25570.0,0.020200978589318287,1.567712047586183,0.18966183396206654,7.793006222832955,0,0,0.0,0,0,,,,,,False,False,1829.564352126632,False,0,0
Cessy,01071,Cessy,46.3157,6.082,01,84,5832.0,6.4024,910.9084093464951,42540.0,0.03198331467746688,1.5472160323423017,0.10400533387295781,4.726914202799764,0,0,0.0,0,0,,,,,,False,False,17558.750420012722,False,0,0
Ceyzériat,01072,Ceyzériat,46.1822,5.3191,01,84,3328.0,9.2286,360.61807858180003,25320.0,0.053561386570135684,1.4589443944076257,0.22871299907055473,6.006801481987354,1,329,109.7,190,9,06:21:00,19:23:00,12.84,13.03,12.75,True,True,518.718383374539,True,2,0
Ceyzérieu,01073,Ceyzérieu,45.8368,5.7197,01,84,1064.0,19.855999999999998,53.58581788879936,25250.0,0.03624210764139181,1.528737928617117,0.28833470380811477,10.63810102931052,0,0,0.0,0,0,,,,,,False,False,4629.021007787661,False,0,0
Chalamont,01074,Chalamont,46.0149,5.1735,01,84,2533.0,32.992399999999996,76.77525733199163,23720.0,0.08584474885844749,1.378082191780822,0.19614779874213836,16.511755863720502,0,0,0.0,0,0,,,,,,False,False,9465.521719924414,False,0,0
Chaleins,01075,Chaleins,46.0361,4.7999,01,84,1505.0,17.0937,88.04413321867122,24890.0,0.03221595270627844,1.5784069825302909,0.13581414567386346,9.943158838454893,0,0,0.0,0,0,,,,,,False,False,6867.849132380282,False,0,0
Challex,01078,Challex,46.1765,5.9735,01,84,1632.0,8.7143,187.27838151084998,44460.0,0.025637715365372463,1.5330853138343061,0.17553141055521682,10.053913346795255,0,0,0.0,0,0,,,,,,False,False,3654.302592491856,False,0,0
Chaneins,01083,Chaneins,46.0947,4.8517,01,84,1046.0,12.7292,82.17327090469158,25580.0,0.02696078431372549,1.6004901960784315,0.14217098943323728,13.759400521027525,0,0,0.0,0,0,,,,,,False,False,9651.650849788624,False,0,0
Château-Gaillard,01089,Château-Gaillard,45.9723,5.3091,01,84,2443.0,16.0678,152.04321686851966,25170.0,0.04218251817159274,1.576344247769669,0.12696926664423547,7.997603226768994,0,0,0.0,0,0,,,,,,False,False,3239.3140778503657,False,0,0
Châtillon-la-Palud,01092,Châtillon-la-Palud,45.9757,5.246,01,84,1698.0,14.097999999999999,120.44261597389702,25470.0,0.0301815772691138,1.5968662594621708,0.1736887273902991,9.840564410338452,0,0,0.0,0,0,,,,,,False,False,7771.478162620324,False,0,0
Châtillon-sur-Chalaronne,01093,Châtillon-sur-Chalaronne,46.1264,4.9549,01,84,5250.0,18.0806,290.3664701392653,23430.0,0.11291343025222869,1.2513120182010904,0.29129290198102814,13.961607793507088,0,0,0.0,0,0,,,,,,False,False,11463.880157553227,False,0,0
Chaveyriat,01096,Chaveyriat,46.1991,5.0534,01,84,1078.0,16.7848,64.22477479624422,23940.0,0.030324749282780707,1.6294782535103054,0.16926676129941626,14.897435118838304,0,0,0.0,0,0,,,,,,False,False,4024.6231726581977,False,0,0
Chazey-Bons,01098,Chazey-Bons,45.8007,5.6678,01,84,1142.0,15.57,73.34617854849068,22520.0,0.03185014647012288,1.5446257388152762,0.21366614507041715,6.700307292479875,0,0,0.0,0,0,,,,,,False,False,5401.1498720254385,False,0,0
Chazey-sur-Ain,01099,Chazey-sur-Ain,45.8937,5.2604,01,84,1632.0,22.08,73.91304347826087,26780.0,0.05978633356428958,1.496927868468156,0.16901681935109547,7.833694309826032,0,0,0.0,0,0,,,,,,False,False,5250.997613356981,False,0,0
Chevry,01103,Chevry,46.2841,6.0474,01,84,2372.0,5.8225999999999996,407.37814721945523,44010.0,0.020110251115575916,1.6027193461709057,0.08264877342754724,3.343183963664565,0,0,0.0,0,0,,,,,,False,False,16062.627209118707,False,0,0
Civrieux,01105,Civrieux,45.9208,4.8895,01,84,2016.0,20.1717,99.94199794761968,28920.0,0.017072816853927274,1.6442476532411912,0.12388151025547785,10.494323517457568,0,0,0.0,0,0,,,,,,False,False,3547.6218941504835,False,0,0
Coligny,01108,Coligny,46.3889,5.3352,01,84,1360.0,16.8801,80.56824307912868,23750.0,0.05162845796515815,1.400939270469139,0.29986744969478596,17.37124913756012,0,0,0.0,0,0,,,,,,False,False,4985.5542598488255,False,0,0
Collonges,01109,Collonges,46.1397,5.9007,01,84,2398.0,16.3303,146.84359748443077,33820.0,0.042092301628423895,1.4988845211123503,0.09731421310794137,16.60766985231242,0,0,0.0,0,0,,,,,,False,False,4693.485304702303,False,0,0
Confrançon,01115,Confrançon,46.2732,5.06,01,84,1356.0,18.179000000000002,74.59156169206226,24350.0,0.03076923076923077,1.5196581196581196,0.1348563006632277,16.373063164810613,0,0,0.0,0,0,,,,,,False,False,4362.944158863335,False,0,0
Corbonod,01118,Corbonod,45.9668,5.7902,01,84,1333.0,32.0646,41.57232586715568,27120.0,0.04065173237029292,1.5395045652633073,0.20863458668149581,12.48146565710112,2,717,358.5,374,11,05:07:00,21:51:00,16.69,16.73,16.65,True,True,3207.397481698682,True,2,0
Cormoranche-sur-Saône,01123,Cormoranche-sur-Saône,46.2459,4.8305,01,84,1179.0,9.944099999999999,118.56276586116392,25480.0,0.04449152542372881,1.5614406779661016,0.21030042918454936,9.123216826489164,0,0,0.0,0,0,,,,,,False,False,3555.024755283706,False,0,0
Bresse Vallons,01130,Bresse Vallons,46.3271,5.1822,01,84,2388.0,26.1665,91.26172778170562,24120.0,0.02098635886673662,1.6295907660020987,0.16005014625992478,14.699623023577779,0,0,0.0,0,0,,,,,,False,False,9653.01553843323,False,0,0
Crottet,01134,Crottet,46.2848,4.876,01,84,1847.0,12.271400000000002,150.51257395244224,24310.0,0.033854166666666664,1.5533854166666667,0.21095444685466377,6.967342333119224,1,655,327.5,464,5,06:27:00,20:33:00,13.52,14.1,12.93,True,True,2290.2922988965856,True,2,0
Crozet,01135,Crozet,46.2906,5.9929,01,84,2416.0,27.2474,88.66901062119689,44040.0,0.021111753539258243,1.634145641375144,0.11246575714305863,5.150854289668012,0,0,0.0,0,0,,,,,,False,False,14984.747749362694,False,0,0
Culoz-Béon,01138,Culoz-Béon,45.8553,5.7716,01,84,3453.0,29.307100000000002,117.82127880274744,21560.0,0.11124344268059688,1.2977607594172667,0.20938464555464287,6.192794909979262,1,1365,455.0,690,27,05:07:00,22:05:00,16.92,16.97,16.85,True,True,1446.3021912615177,True,3,0
Dagneux,01142,Dagneux,45.854,5.0748,01,84,4778.0,6.8338,699.17176387954,25320.0,0.05670376258611553,1.4462109167991521,0.15587428812486817,10.418008484813724,0,0,0.0,0,0,,,,,,False,False,1497.821364404098,False,0,0
Divonne-les-Bains,01143,Divonne-les-Bains,46.3754,6.1114,01,84,10464.0,33.8866,308.79462678462875,46650.0,0.06406530197315856,1.380007555564187,0.17295133061657506,0.0,0,0,0.0,0,0,,,,,,False,False,18055.155091458902,False,0,0
Dompierre-sur-Veyle,01145,Dompierre-sur-Veyle,46.0672,5.2167,01,84,1245.0,29.145599999999998,42.71656785243742,24100.0,0.04555831107922044,1.5451392877591401,0.20297100726898287,15.245553398980245,0,0,0.0,0,0,,,,,,False,False,7387.1799010859,False,0,0
Dortan,01148,Dortan,46.3184,5.6443,01,84,2074.0,18.776600000000002,110.4566321911315,23960.0,0.07851891356569085,1.4460486031398783,0.20261811973274862,6.529706855654354,0,0,0.0,0,0,,,,,,False,False,6566.726768566959,False,0,0
Douvres,01149,Douvres,45.9847,5.3724,01,84,1104.0,5.1978,212.39755281080457,27910.0,0.029011344591803073,1.5740033256149442,0.17792410780080622,11.231742649268057,0,0,0.0,0,0,,,,,,False,False,3788.3205114695875,False,0,0
Druillat,01151,Druillat,46.0691,5.2947,01,84,1129.0,20.870900000000002,54.09445687536234,24570.0,0.04570878182901425,1.5261548625422718,0.23754268033455508,13.723949737740009,1,240,240.0,240,1,07:05:00,21:34:00,14.48,14.48,14.48,True,True,2291.879270944192,True,2,0
Échenevex,01153,Échenevex,46.3197,6.018,01,84,2328.0,16.447400000000002,141.54212823911377,49930.0,0.0219959051400434,1.656480314236583,0.1139322372806915,4.253775791079231,0,0,0.0,0,0,,,,,,False,False,14395.766549691702,False,0,0
Fareins,01157,Fareins,46.0235,4.7682,01,84,2533.0,8.262599999999999,306.5620990971365,27070.0,0.0393852065321806,1.5398655139289146,0.20483359746434232,5.496306622280942,0,0,0.0,0,0,,,,,,False,False,5659.8837332261755,False,0,0
Farges,01158,Farges,46.1657,5.9054,01,84,1082.0,14.198,76.20791660797295,37990.0,0.04266628954124872,1.528582352476361,0.12118745852562883,14.218289079972003,0,0,0.0,0,0,,,,,,False,False,4888.307415115759,False,0,0
Feillens,01159,Feillens,46.3393,4.8866,01,84,3411.0,14.895999999999999,228.98764769065522,24360.0,0.05553674402853581,1.5000682933057445,0.20622399619940526,6.177786626340404,0,0,0.0,0,0,,,,,,False,False,5286.392774359853,False,0,0
Ferney-Voltaire,01160,Ferney-Voltaire,46.252,6.1061,01,84,12094.0,4.7865,2526.689647968244,27220.0,0.19105543679073622,1.0333215439538128,0.12417471581086505,0.0,0,0,0.0,0,0,,,,,,False,False,11608.420284662267,False,0,0
Foissiat,01163,Foissiat,46.3792,5.1851,01,84,2034.0,40.1396,50.67315070404289,23810.0,0.05214567999756758,1.4979494782957465,0.2324260019322362,18.824650685078677,0,0,0.0,0,0,,,,,,False,False,12943.600189588276,False,0,0
Francheleins,01165,Francheleins,46.0707,4.8111,01,84,1597.0,13.6625,116.8892955169259,26140.0,0.02245727048278144,1.6463852359412043,0.14814382620619587,11.694088050577355,0,0,0.0,0,0,,,,,,False,False,7176.487817676539,False,0,0
Frans,01166,Frans,45.9905,4.7819,01,84,2582.0,8.0891,319.19496606544607,27060.0,0.030977734753146177,1.5759922555663117,0.16097369454259913,6.402649358926097,0,0,0.0,0,0,,,,,,False,False,4741.091963219569,False,0,0
Béard-Géovreissiat,01170,Béard-Géovreissiat,46.1884,5.5497,01,84,1048.0,4.6907,223.4208113927559,24070.0,0.022248519080696902,1.640489023358358,0.11087946166063617,6.298580498077377,0,0,0.0,0,0,,,,,,False,False,1390.6243573419767,False,0,0
Gex,01173,Gex,46.3515,6.0488,01,84,13627.0,31.9377,426.6744317843802,35280.0,0.07180650490917251,1.3642979722661592,0.10084959409539161,4.726914202799764,0,0,0.0,0,0,,,,,,False,False,15078.19914165944,False,0,0
Grièges,01179,Grièges,46.2669,4.8475,01,84,1910.0,14.781500000000001,129.21557352095525,24460.0,0.0459104857971959,1.4677927705196936,0.2364979932142635,7.279417146216195,0,0,0.0,0,0,,,,,,False,False,3488.9453496514743,False,0,0
Groissiat,01181,Groissiat,46.227,5.6179,01,84,1205.0,6.192699999999999,194.58394561338352,25220.0,0.0350616498535257,1.6098312241759551,0.22801893386116526,4.487709513588249,0,0,0.0,0,0,,,,,,False,False,1542.7123657202335,False,0,0
Guéreins,01183,Guéreins,46.106,4.7839,01,84,1512.0,4.4783,337.62811781256283,25240.0,0.02711864406779661,1.5898305084745763,0.19028609447771125,14.314536738651897,0,0,0.0,0,0,,,,,,False,False,4282.8502124103725,False,0,0
Plateau d'Hauteville,01185,Plateau d'Hauteville,45.9305,5.5775,01,84,4857.0,106.3844,45.65519004666098,23080.0,0.15820224719101122,1.168988764044944,0.288517745302714,0.0,0,0,0.0,0,0,,,,,,False,False,5941.6705202915955,False,0,0
Injoux-Génissiat,01189,Injoux-Génissiat,46.0505,5.7678,01,84,1115.0,29.616500000000002,37.64793274019549,28040.0,0.031075040966334608,1.625664915480296,0.13467969279590908,8.361658865361298,0,0,0.0,0,0,,,,,,False,False,7834.321528765268,False,0,0
Izernore,01192,Izernore,46.216,5.5609,01,84,2299.0,21.3306,107.779434240012,23500.0,0.057172557172557176,1.4313929313929314,0.15075154730327145,4.869330715926022,0,0,0.0,0,0,,,,,,False,False,4155.384220113523,False,0,0
Jassans-Riottier,01194,Jassans-Riottier,45.9771,4.7626,01,84,6247.0,5.0224,1243.827652118509,24030.0,0.1124173604053214,1.3389547690843644,0.22373380235526524,5.959866943935611,0,0,0.0,0,0,,,,,,False,False,3306.196957750516,False,0,0
Jasseron,01195,Jasseron,46.2176,5.317,01,84,1917.0,18.9455,101.1849779631047,25630.0,0.02585034013605442,1.6068027210884355,0.23789473684210527,5.642807123288188,0,0,0.0,0,0,,,,,,False,False,3853.783564973934,False,0,0
Jayat,01196,Jayat,46.3698,5.1117,01,84,1261.0,16.2855,77.4308433882902,23020.0,0.02666666666666667,1.598095238095238,0.15752351097178682,21.28785782368321,0,0,0.0,0,0,,,,,,False,False,13439.11305814758,False,0,0
Jujurieux,01199,Jujurieux,46.0503,5.4122,01,84,2260.0,15.5132,145.68238661269115,23050.0,0.07964031404224792,1.3738347547556242,0.18734191676258216,10.807554072054309,0,0,0.0,0,0,,,,,,False,False,6023.18180963004,False,0,0
Lagnieu,01202,Lagnieu,45.8863,5.3396,01,84,7411.0,27.3706,270.7649814034037,23820.0,0.10659599528857479,1.3118374558303887,0.22401311296271,8.97389281867171,0,0,0.0,0,0,,,,,,False,False,7508.660240608245,False,0,0
Laiz,01203,Laiz,46.2462,4.9006,01,84,1293.0,10.390999999999998,124.43460687133098,24820.0,0.0379746835443038,1.5171790235081375,0.21284829721362228,11.403054099571849,0,0,0.0,0,0,,,,,,False,False,1972.2863275122681,False,0,0
Lent,01211,Lent,46.1165,5.1974,01,84,1512.0,31.7409,47.635700310955265,24780.0,0.05770837796142323,1.47126397628069,0.19169637682617752,10.315382210110517,0,0,0.0,0,0,,,,,,False,False,2758.719453281949,False,0,0
Leyment,01213,Leyment,45.9287,5.2927,01,84,1441.0,14.298800000000002,100.77768763812347,24160.0,0.03334542170057733,1.604545758675473,0.13205577454838074,6.821765979479448,0,0,0.0,0,0,,,,,,False,False,4693.793553568655,False,0,0
Loyettes,01224,Loyettes,45.7953,5.2163,01,84,3554.0,21.2766,167.0379665924067,23420.0,0.04437632822581077,1.4988812102254043,0.14662015855258737,12.04602885753982,0,0,0.0,0,0,,,,,,False,False,9268.705675523459,False,0,0
Malafretaz,01229,Malafretaz,46.3299,5.1462,01,84,1257.0,9.2591,135.75833504336273,24580.0,0.08650380516059297,1.440479935056244,0.2210656290697749,16.12366035874973,0,0,0.0,0,0,,,,,,False,False,9085.376717677003,False,0,0
Manziat,01231,Manziat,46.3651,4.9026,01,84,2018.0,12.7218,158.62535175839898,25260.0,0.046779810847487266,1.5666821084474845,0.2520199114637396,8.41519217367511,0,0,0.0,0,0,,,,,,False,False,3411.022777826734,False,0,0
Marboz,01232,Marboz,46.3452,5.2461,01,84,2264.0,40.3206,56.149958085941186,24540.0,0.0650887573964497,1.4733727810650887,0.2564102564102564,15.83993905537805,0,0,0.0,0,0,,,,,,False,False,11945.145992401078,False,0,0
Marlieux,01235,Marlieux,46.0542,5.0756,01,84,1185.0,17.2259,68.79176124324418,22870.0,0.09697333619577081,1.3788845183759835,0.16393396841005925,21.140573097147687,1,1726,575.3,858,8,05:17:00,22:15:00,16.95,16.97,16.93,True,True,1092.9417785514097,True,3,0
Marsonnas,01236,Marsonnas,46.3401,5.0608,01,84,1039.0,18.3546,56.60706307955498,24430.0,0.04054863526076528,1.5286692517861555,0.185455298860756,16.001050124577052,0,0,0.0,0,0,,,,,,False,False,11274.78449012235,False,0,0
Martignat,01237,Martignat,46.203,5.6099,01,84,1664.0,13.0809,127.2083725125947,24590.0,0.024577741766740536,1.5481829135963021,0.1690884122850114,7.097066234184666,0,0,0.0,0,0,,,,,,False,False,4197.619856805499,False,0,0
Massieux,01238,Massieux,45.9101,4.8279,01,84,2843.0,3.1545,901.2521794262165,28590.0,0.03481819006905996,1.5680023211807452,0.17886094883862494,10.214846962685273,0,0,0.0,0,0,,,,,,False,False,2996.8401323294706,False,0,0
Meillonnas,01241,Meillonnas,46.2451,5.3347,01,84,1426.0,17.858800000000002,79.84859005084327,26000.0,0.043504571654457,1.4903125884629853,0.21709785257992192,8.237105074078087,0,0,0.0,0,0,,,,,,False,False,6884.908581485508,False,0,0
Messimy-sur-Saône,01243,Messimy-sur-Saône,46.048,4.7609,01,84,1338.0,5.964600000000001,224.32350870133786,27580.0,0.028544845966947636,1.5843724358365356,0.18733538789697407,7.640883015925195,0,0,0.0,0,0,,,,,,False,False,3579.74733855327,False,0,0
Meximieux,01244,Meximieux,45.9047,5.2116,01,84,8247.0,13.5725,607.62571375944,24890.0,0.10956465736614336,1.3155724050523168,0.17500983124264485,10.114782945744006,1,1839,919.5,930,12,04:30:00,24:19:00,18.76,18.83,18.7,True,True,1438.78217558267,True,3,0
Mézériat,01246,Mézériat,46.2424,5.0481,01,84,2172.0,19.2464,112.85227367195942,23740.0,0.06548856548856549,1.475051975051975,0.22441486920605783,15.76850944302289,1,655,327.5,464,5,06:27:00,20:40:00,13.5,14.22,12.77,True,True,823.8213851757221,True,2,0
Mionnay,01248,Mionnay,45.8959,4.9274,01,84,2294.0,20.023,114.56824651650602,29130.0,0.026147093197727126,1.6097582051099923,0.1452745558176795,12.391792300037622,1,1759,879.5,883,7,05:17:00,21:54:00,16.61,16.62,16.6,True,True,595.3308245106082,True,3,0
Miribel,01249,Miribel,45.8444,4.941,01,84,10395.0,24.4557,425.0542818238693,26720.0,0.10713560473696,1.3120859978727188,0.1634185922793024,7.530628150109994,3,3493,698.6,880,14,05:17:00,23:58:00,13.53,18.35,0.42,True,True,2441.073479991568,True,3,0
Misérieux,01250,Misérieux,45.9745,4.8138,01,84,2008.0,7.456799999999999,269.2844115438258,27460.0,0.027548209366391185,1.615702479338843,0.1582089552238806,10.071843906877548,0,0,0.0,0,0,,,,,,False,False,7244.623912660343,False,0,0
Montagnat,01254,Montagnat,46.172,5.2776,01,84,2186.0,13.866,157.65181018318188,27200.0,0.020121315106335313,1.6644082847105215,0.2007846080270342,4.151919636956053,0,0,0.0,0,0,,,,,,False,False,2938.786817773867,False,0,0
Montceaux,01258,Montceaux,46.0978,4.8041,01,84,1196.0,10.0672,118.80165289256199,27440.0,0.027083333333333334,1.625,0.17803660565723795,14.04662558788065,0,0,0.0,0,0,,,,,,False,False,5999.124482019757,False,0,0
Montluel,01262,Montluel,45.8868,5.0185,01,84,6895.0,40.157399999999996,171.69936300656917,23590.0,0.13391851480996703,1.2467075753880295,0.18944232915955514,7.631373659570171,1,1755,585.0,884,7,04:30:00,24:08:00,18.31,18.52,17.95,True,True,5287.2469062342325,True,3,0
Montmerle-sur-Saône,01263,Montmerle-sur-Saône,46.0843,4.759,01,84,3799.0,4.1358999999999995,918.5425179525619,25970.0,0.08101640927746073,1.4032887092874806,0.2276459718488767,11.47260671852461,0,0,0.0,0,0,,,,,,False,False,3823.1784470435396,False,0,0
Montracol,01264,Montracol,46.182,5.1234,01,84,1018.0,14.6776,69.35738812884941,25180.0,0.062236188874155836,1.5134055522622718,0.17661997023039008,9.780918937167637,0,0,0.0,0,0,,,,,,False,False,6637.840227355769,False,0,0
Montréal-la-Cluse,01265,Montréal-la-Cluse,46.181,5.5976,01,84,3568.0,12.461099999999998,286.3310622657711,21010.0,0.11622125543816035,1.26911124922312,0.18526785714285715,5.348219293179421,0,0,0.0,0,0,,,,,,False,False,3054.1364023520523,False,0,0
Montrevel-en-Bresse,01266,Montrevel-en-Bresse,46.3262,5.1122,01,84,2743.0,10.0002,274.2945141097178,22720.0,0.0995415863063944,1.282786035686796,0.3132840620019647,15.056366536136105,0,0,0.0,0,0,,,,,,False,False,8612.52952462934,False,0,0
Nantua,01269,Nantua,46.1486,5.6079,01,84,3416.0,14.531199999999998,235.0803787711958,18370.0,0.13595260499138664,1.1876941326532404,0.2240069880964882,5.156900418602212,0,0,0.0,0,0,,,,,,False,False,4840.442271002036,False,0,0
Neuville-les-Dames,01272,Neuville-les-Dames,46.1599,5.0103,01,84,1565.0,26.272199999999998,59.568669544233074,23200.0,0.07707208366433885,1.4135184911795429,0.2513738859911188,14.749569189370446,0,0,0.0,0,0,,,,,,False,False,7611.677219042942,False,0,0
Neuville-sur-Ain,01273,Neuville-sur-Ain,46.0909,5.3702,01,84,1794.0,19.895699999999998,90.17023779007525,23060.0,0.030585106382978722,1.5678191489361701,0.1835372636262514,14.8334353643346,0,0,0.0,0,0,,,,,,False,False,4097.380440098238,False,0,0
Neyron,01275,Neyron,45.8204,4.9356,01,84,2421.0,5.3001,456.783834267278,30240.0,0.038278397704148495,1.539446083183852,0.20378259165759782,6.456898804640043,0,0,0.0,0,0,,,,,,False,False,1432.1988881018053,False,0,0
Niévroz,01276,Niévroz,45.8241,5.0615,01,84,1662.0,10.433800000000002,159.28999980831526,28000.0,0.02360474969999278,1.6364220205010434,0.14480035084606555,7.726397189949167,0,0,0.0,0,0,,,,,,False,False,2642.4088673685123,False,0,0
Ornex,01281,Ornex,46.2779,6.0953,01,84,5082.0,5.686,893.7741822018994,37070.0,0.0884463959045994,1.3340761949748539,0.11997435455313238,2.9972255920306177,0,0,0.0,0,0,,,,,,False,False,13930.69224132297,False,0,0
