city_name,citycode,nom_insee,lat_insee,lon_insee,code_dept,code_region,population_insee,surface_km2,densite_pop_km2,revenu_median_uc,taux_sans_voiture,voitures_par_menage,part_65plus,distance_dom_trav_med_km,nb_gares,nb_trajets_total,nb_trajets_moy_arret,nb_trajets_max_arret,nb_lignes_total,premier_depart_matin,dernier_depart_ville,amplitude_moy_h,amplitude_max_h,amplitude_min_h,service_weekend,service_7j_sur_7,dist_gare_min_m,has_gare,accessibilite_ord,dernier_depart_apres_minuit
Genilac,42225,Genilac,45.5395,4.575,42,84,3839.0,8.6721,442.6840096401102,25220.0,0.03734707018673535,1.549903412749517,0.18215126930123005,15.814741152524096,0,0,0.0,0,0,,,,,,False,False,2969.4317207739964,False,0,0
Saint-Georges-Haute-Ville,42228,Saint-Georges-Haute-Ville,45.5426,4.093,42,84,1453.0,9.6536,150.51379796138227,23420.0,0.03448815518982596,1.6341790266486662,0.21824307914674693,10.481494582480174,0,0,0.0,0,0,,,,,,False,False,2546.2616926897313,False,0,0
Saint-Germain-Laval,42230,Saint-Germain-Laval,45.833,4.0089,42,84,1608.0,17.0907,94.0862574382559,20810.0,0.13266320383123356,1.257404699422795,0.3116292431768507,0.0,0,0,0.0,0,0,,,,,,False,False,10191.359099654994,False,0,0
Saint-Germain-Lespinasse,42231,Saint-Germain-Lespinasse,46.1112,3.9636,42,84,1225.0,14.787,82.84303780347602,22090.0,0.08064187030344229,1.4085616236579248,0.2354077360092242,9.857189276636793,0,0,0.0,0,0,,,,,,False,False,10810.511155387689,False,0,0
Saint-Héand,42234,Saint-Héand,45.5317,4.3841,42,84,3665.0,30.953400000000002,118.40379409047148,25650.0,0.0705410945605832,1.4343081845531185,0.25757564248500286,9.698035763396804,0,0,0.0,0,0,,,,,,False,False,6442.214789122326,False,0,0
Saint-Jean-Bonnefonds,42237,Saint-Jean-Bonnefonds,45.4585,4.4467,42,84,6563.0,11.6594,562.8934593546838,23950.0,0.0873434301886685,1.3703499085275057,0.21461703365228132,7.333674940741485,0,0,0.0,0,0,,,,,,False,False,3965.4445994092252,False,0,0
Saint-Jean-Saint-Maurice-sur-Loire,42239,Saint-Jean-Saint-Maurice-sur-Loire,45.9591,3.9801,42,84,1147.0,24.4058,46.9970252972654,23510.0,0.04605058521076732,1.5635646881051144,0.23491597361439912,12.20397485617218,0,0,0.0,0,0,,,,,,False,False,10919.479997365697,False,0,0
Saint-Joseph,42242,Saint-Joseph,45.5555,4.6208,42,84,1996.0,8.2733,241.25802279622397,25430.0,0.04516048422148261,1.5903809578180177,0.1797780228247149,11.014438826107801,0,0,0.0,0,0,,,,,,False,False,3631.8668488136937,False,0,0
Saint-Julien-Molin-Molette,42246,Saint-Julien-Molin-Molette,45.3177,4.6189,42,84,1140.0,9.5169,119.7869053998676,21190.0,0.08247143982302071,1.3147620933910764,0.3131140546765599,8.292594320099557,0,0,0.0,0,0,,,,,,False,False,15037.070749487906,False,0,0
Saint-Just-en-Chevalet,42248,Saint-Just-en-Chevalet,45.9255,3.834,42,84,1169.0,29.2005,40.033561069159774,20270.0,0.12368771873624543,1.2603075492758469,0.3517274886380358,4.056474198242246,0,0,0.0,0,0,,,,,,False,False,21750.914767350845,False,0,0
Saint-Just-la-Pendue,42249,Saint-Just-la-Pendue,45.8827,4.2449,42,84,1635.0,19.9094,82.12201271761077,21240.0,0.0800384976496337,1.3764745560311507,0.2955172634585517,10.498374283381683,0,0,0.0,0,0,,,,,,False,False,5481.144359726695,False,0,0
Saint-Léger-sur-Roanne,42253,Saint-Léger-sur-Roanne,46.0429,4.003,42,84,1170.0,4.5234,258.6549940310386,23810.0,0.03941497308466597,1.5754128867739188,0.23475998504375067,5.921874764114783,0,0,0.0,0,0,,,,,,False,False,4475.252578032587,False,0,0
Saint-Marcellin-en-Forez,42256,Saint-Marcellin-en-Forez,45.4883,4.1672,42,84,5116.0,31.3954,162.95380851971944,23780.0,0.0532164427078773,1.4883684487947508,0.19254444190979028,11.959576661781895,0,0,0.0,0,0,,,,,,False,False,4692.892163788975,False,0,0
Saint-Martin-la-Plaine,42259,Saint-Martin-la-Plaine,45.5518,4.5925,42,84,3764.0,9.6403,390.4442807796438,25630.0,0.05781448538754765,1.513977128335451,0.20780254777070065,11.337285727241142,0,0,0.0,0,0,,,,,,False,False,3232.8865085330362,False,0,0
Saint-Maurice-en-Gourgois,42262,Saint-Maurice-en-Gourgois,45.4114,4.1736,42,84,1827.0,31.624699999999997,57.77129901627526,24080.0,0.0431266846361186,1.5835579514824798,0.17434210526315788,15.122178978304651,0,0,0.0,0,0,,,,,,False,False,4874.539241259407,False,0,0
Saint-Nizier-sous-Charlieu,42267,Saint-Nizier-sous-Charlieu,46.1624,4.1262,42,84,1686.0,13.106900000000001,128.63453600775162,24450.0,0.023198995292768063,1.584642034648254,0.26444727562739434,13.612686678583977,0,0,0.0,0,0,,,,,,False,False,14380.450295473831,False,0,0
Saint-Paul-en-Cornillon,42270,Saint-Paul-en-Cornillon,45.3967,4.239,42,84,1352.0,3.6872000000000003,366.6738988934693,27970.0,0.03645841492880237,1.5556749530787883,0.2422495696728598,10.408727710044618,0,0,0.0,0,0,,,,,,False,False,1694.635993616266,False,0,0
Saint-Paul-en-Jarez,42271,Saint-Paul-en-Jarez,45.4716,4.588,42,84,4699.0,19.8708,236.47764559051473,23630.0,0.08168631967524838,1.41602287810504,0.20537834999190394,7.438831943338259,0,0,0.0,0,0,,,,,,False,False,5537.804870481658,False,0,0
Saint-Pierre-de-Bœuf,42272,Saint-Pierre-de-Bœuf,45.3797,4.742,42,84,1712.0,5.9936,285.63801388147357,24720.0,0.05352678019527435,1.4334052558712664,0.21882735614202756,7.400683088424758,0,0,0.0,0,0,,,,,,False,False,4254.7263039267655,False,0,0
Saint-Priest-en-Jarez,42275,Saint-Priest-en-Jarez,45.474,4.3708,42,84,6471.0,3.0902999999999996,2093.971459081643,25120.0,0.12260379880562633,1.2155009403816543,0.25050565795677304,5.558756709415539,0,0,0.0,0,0,,,,,,False,False,1223.5577996882969,False,0,0
Saint-Just-Saint-Rambert,42279,Saint-Just-Saint-Rambert,45.4919,4.2464,42,84,15764.0,41.3461,381.26933374610906,26190.0,0.06411112954726793,1.4376034186065607,0.23975208764687847,9.900502759741283,0,0,0.0,0,0,,,,,,False,False,3387.842720746697,False,0,0
Saint-Romain-en-Jarez,42283,Saint-Romain-en-Jarez,45.5612,4.5417,42,84,1206.0,16.883699999999997,71.4298406155049,24250.0,0.05153031157422626,1.5311978476435872,0.18198161277399502,10.611567123740235,0,0,0.0,0,0,,,,,,False,False,6493.335626245156,False,0,0
Saint-Romain-la-Motte,42284,Saint-Romain-la-Motte,46.0836,3.9907,42,84,1436.0,27.9965,51.29212580143946,24040.0,0.03032690452410539,1.616222177055962,0.260120483391721,8.139236455152858,0,0,0.0,0,0,,,,,,False,False,7179.122300936255,False,0,0
Saint-Romain-le-Puy,42285,Saint-Romain-le-Puy,45.5564,4.1317,42,84,4142.0,21.3772,193.7578354508542,23500.0,0.06999799594820012,1.460321130154001,0.1913982375092885,11.457904239079129,1,796,398.0,402,5,05:59:00,20:32:00,14.55,14.55,14.55,True,True,858.2745290010743,True,2,0
Saint-Sauveur-en-Rue,42287,Saint-Sauveur-en-Rue,45.2744,4.5025,42,84,1081.0,30.629499999999997,35.29277330677942,21340.0,0.046296296296296294,1.4583333333333333,0.24653739612188366,8.729651068046492,0,0,0.0,0,0,,,,,,False,False,18004.205321527414,False,0,0
Saint-Symphorien-de-Lay,42289,Saint-Symphorien-de-Lay,45.9474,4.223,42,84,1979.0,32.7438,60.43892278843629,22130.0,0.08827085852478839,1.414752116082225,0.23228744939271256,13.035453024527797,0,0,0.0,0,0,,,,,,False,False,4513.856247653558,False,0,0
Saint-Victor-sur-Rhins,42293,Saint-Victor-sur-Rhins,46.005,4.277,42,84,1141.0,11.443599999999998,99.70638610227552,22600.0,0.0611513496805371,1.4237573083948836,0.1858071732912165,11.459991257267793,1,890,445.0,454,9,05:48:00,20:50:00,15.0,15.03,14.97,True,True,415.55581229547533,True,2,0
Savigneux,42299,Savigneux,45.622,4.1013,42,84,3509.0,19.0488,184.2110789131074,23520.0,0.07839896096522457,1.377269574634665,0.26488896497030323,4.5456332073312655,0,0,0.0,0,0,,,,,,False,False,2626.760626241257,False,0,0
Sorbiers,42302,Sorbiers,45.4995,4.4357,42,84,8116.0,12.118,669.747483083017,25720.0,0.05912229948171892,1.4682635400463149,0.22625094213790362,7.4317770291335625,0,0,0.0,0,0,,,,,,False,False,5830.086332352432,False,0,0
Sury-le-Comtal,42304,Sury-le-Comtal,45.5426,4.1784,42,84,6621.0,24.199,273.606347369726,21570.0,0.07411029402155675,1.4215472945233325,0.17436400951025094,10.571636235494566,1,796,265.3,402,6,05:59:00,20:26:00,14.45,14.45,14.45,True,True,1514.406102381396,True,2,0
La Talaudière,42305,La Talaudière,45.4775,4.4257,42,84,7133.0,7.692200000000001,927.3029822417514,23700.0,0.12058853801889391,1.2461181686840568,0.28753020471989976,7.52215905142966,0,0,0.0,0,0,,,,,,False,False,3862.7759999464074,False,0,0
La Tour-en-Jarez,42311,La Tour-en-Jarez,45.4899,4.3973,42,84,1495.0,5.145499999999999,290.54513652706254,30650.0,0.02575321431600827,1.6146668260796868,0.17544795681990497,7.700915895598875,0,0,0.0,0,0,,,,,,False,False,3108.3655887328464,False,0,0
Unieux,42316,Unieux,45.4054,4.2691,42,84,8514.0,8.5505,995.7312437869131,22060.0,0.1103480685625662,1.3439428900266237,0.2098668081615342,7.881829715633758,0,0,0.0,0,0,,,,,,False,False,1324.2341934811755,False,0,0
Usson-en-Forez,42318,Usson-en-Forez,45.3847,3.937,42,84,1455.0,47.3169,30.750112539071665,20770.0,0.10949302613227314,1.2718555108969025,0.36082864390062624,6.840645007114465,0,0,0.0,0,0,,,,,,False,False,18553.225140427665,False,0,0
La Valla-en-Gier,42322,La Valla-en-Gier,45.4062,4.5256,42,84,1140.0,34.8013,32.757396993790465,23150.0,0.0330559782972598,1.5981223651517429,0.16952483035289248,12.577029558308157,0,0,0.0,0,0,,,,,,False,False,7390.067424235786,False,0,0
Veauche,42323,Veauche,45.5616,4.29,42,84,8975.0,10.8542,826.8688618230731,24910.0,0.06274499992354557,1.4347168997877042,0.2632206914847827,11.474612617024405,1,1315,438.3,685,5,04:58:00,22:30:00,16.45,17.53,15.9,True,True,542.6165158390743,True,3,0
Veauchette,42324,Veauchette,45.5633,4.2536,42,84,1235.0,7.5861,162.79774851372906,25070.0,0.017081125530144233,1.688140650929898,0.1380123714337572,7.959104686783175,0,0,0.0,0,0,,,,,,False,False,3110.014022742777,False,0,0
Villars,42330,Villars,45.4679,4.3517,42,84,7664.0,5.699199999999999,1344.7501403705785,23540.0,0.09723007348784624,1.3391746749576032,0.24581440622972095,5.005322013787794,0,0,0.0,0,0,,,,,,False,False,2198.176676217766,False,0,0
Villemontais,42331,Villemontais,45.9812,3.932,42,84,1042.0,13.2024,78.9250439314064,23680.0,0.054878866670896025,1.5365820484920367,0.2516287717789761,13.391361851657834,0,0,0.0,0,0,,,,,,False,False,11988.703686171537,False,0,0
Villerest,42332,Villerest,45.9981,4.0264,42,84,5172.0,14.1204,366.2785756777428,24840.0,0.038484912808175085,1.535427221105298,0.2809319793674698,6.582384008787527,0,0,0.0,0,0,,,,,,False,False,5388.542842492677,False,0,0
Violay,42334,Violay,45.8517,4.3458,42,84,1218.0,27.1157,44.91862647838706,22060.0,0.10182486980381752,1.3318466436971999,0.28977719829707105,8.979651868070265,0,0,0.0,0,0,,,,,,False,False,8367.305451973947,False,0,0
Vougy,42338,Vougy,46.0966,4.1265,42,84,1546.0,21.0556,73.42464712475541,23760.0,0.03692486719516208,1.5655456284671567,0.28736729900815433,6.845038297807537,0,0,0.0,0,0,,,,,,False,False,7966.5299035773005,False,0,0
Aiguilhe,43002,Aiguilhe,45.0528,3.8851,43,84,1498.0,1.1008,1360.828488372093,25320.0,0.1006301939931295,1.2462694979427287,0.3562261180299697,2.8879971753177323,0,0,0.0,0,0,,,,,,False,False,737.3573475351579,False,0,0
Arsac-en-Velay,43010,Arsac-en-Velay,44.9914,3.9533,43,84,1219.0,11.993599999999999,101.63754002134472,23170.0,0.041584158415841586,1.6,0.21052631578947367,6.017968250858524,0,0,0.0,0,0,,,,,,False,False,7448.553257866686,False,0,0
Aurec-sur-Loire,43012,Aurec-sur-Loire,45.3668,4.2034,43,84,6164.0,22.978099999999998,268.25542581849675,23200.0,0.1094422338737441,1.3534437324747335,0.22539463420943018,11.828393354029226,1,1488,496.0,799,6,04:33:00,22:52:00,18.09,18.32,17.98,True,True,607.2804288482231,True,3,0
Bains,43018,Bains,44.9914,3.7643,43,84,1378.0,37.7128,36.53931821556607,22230.0,0.05438922996778761,1.48506776578121,0.1912474724230346,11.231824687767975,0,0,0.0,0,0,,,,,,False,False,9306.0844065396,False,0,0
Bas-en-Basset,43020,Bas-en-Basset,45.3168,4.1076,43,84,4638.0,46.9942,98.69303020372728,23380.0,0.07020965382740127,1.4597757191613847,0.2513496005182466,10.776934289698183,1,1500,500.0,805,6,04:33:00,23:02:00,18.26,18.48,18.15,True,True,3281.5241689324007,True,3,0
Beaulieu,43021,Beaulieu,45.14,3.9515,43,84,1096.0,22.6417,48.406259247318005,22380.0,0.047376278323581954,1.4379040464525896,0.3001508118975733,11.913395214632375,0,0,0.0,0,0,,,,,,False,False,2752.7362896754807,False,0,0
Beauzac,43025,Beauzac,45.2528,4.0953,43,84,2954.0,35.8483,82.40279176418407,23110.0,0.06905569524060785,1.453126018932101,0.2277919549756599,7.957344036022346,2,928,185.6,456,7,05:31:00,20:27:00,10.95,14.93,1.33,True,True,666.413078375408,True,2,0
Blavozy,43032,Blavozy,45.0623,3.9721,43,84,1724.0,6.3031,273.5162063111802,24490.0,0.0543514383916832,1.5442211396333498,0.22967038573732113,6.987692895673644,0,0,0.0,0,0,,,,,,False,False,6619.885963296823,False,0,0
Bournoncle-Saint-Pierre,43038,Bournoncle-Saint-Pierre,45.343,3.3277,43,84,1075.0,16.194300000000002,66.38138110322767,21230.0,0.08655551708278954,1.3783717180714607,0.2562139769887108,6.800912778544087,1,2995,1497.5,1675,32,04:10:00,24:33:00,19.95,20.38,19.53,True,True,2821.893235407553,True,3,0
Brioude,43040,Brioude,45.2968,3.3847,43,84,6527.0,13.5161,482.9055718735434,20340.0,0.2116701513640079,1.069417547017492,0.314467836856987,0.0,1,2266,1133.0,1315,20,04:10:00,24:33:00,19.95,20.38,19.53,True,True,636.8120737358141,True,3,0
Brives-Charensac,43041,Brives-Charensac,45.0437,3.9222,43,84,4244.0,4.7293,897.3843909246611,20830.0,0.15105794612144585,1.1315933381175667,0.27181777297596516,2.600096499834253,0,0,0.0,0,0,,,,,,False,False,2336.505002138515,False,0,0
Chadrac,43046,Chadrac,45.0602,3.9013,43,84,2542.0,2.476,1026.6558966074313,22440.0,0.12613196914317257,1.2516959912978705,0.32946827914494486,3.5610123475337625,0,0,0.0,0,0,,,,,,False,False,2049.775146781656,False,0,0
Le Chambon-sur-Lignon,43051,Le Chambon-sur-Lignon,45.0541,4.3252,43,84,2501.0,41.757600000000004,59.89328888633446,21030.0,0.10241845091819964,1.2527209218176012,0.37646373846337083,0.0,0,0,0.0,0,0,,,,,,False,False,27110.761832270568,False,0,0
La Chapelle-d'Aurec,43058,La Chapelle-d'Aurec,45.3295,4.1954,43,84,1115.0,11.6801,95.46151145966216,26060.0,0.012900679871664981,1.641493333322898,0.10617798305774824,13.16509760876114,0,0,0.0,0,0,,,,,,False,False,4630.235147505305,False,0,0
Coubon,43078,Coubon,44.9966,3.9242,43,84,3140.0,22.647399999999998,138.64726193735265,24440.0,0.040965618141916606,1.526700804681785,0.25533949633407715,4.110510720726314,0,0,0.0,0,0,,,,,,False,False,5707.364460318832,False,0,0
Craponne-sur-Arzon,43080,Craponne-sur-Arzon,45.3332,3.8572,43,84,1998.0,33.3984,59.82322506467375,20800.0,0.15672396359959556,1.1627906976744187,0.39271457085828343,0.0,0,0,0.0,0,0,,,,,,False,False,17239.543380782074,False,0,0
Cussac-sur-Loire,43084,Cussac-sur-Loire,44.9855,3.8785,43,84,1653.0,10.264100000000001,161.04675519529232,23410.0,0.019508478897982656,1.6254165593560894,0.24211009926337693,4.9833658545933845,0,0,0.0,0,0,,,,,,False,False,6462.90305535474,False,0,0
Dunières,43087,Dunières,45.216,4.3426,43,84,2670.0,34.697199999999995,76.9514542960239,21630.0,0.12028313238412695,1.309093614187781,0.2860185146787419,5.885732853076858,0,0,0.0,0,0,,,,,,False,False,16802.33956604663,False,0,0
Espaly-Saint-Marcel,43089,Espaly-Saint-Marcel,45.0442,3.8554,43,84,3585.0,6.2763,571.1964055255485,22610.0,0.13372093023255813,1.2337209302325582,0.24818130945719083,3.737049932916318,0,0,0.0,0,0,,,,,,False,False,1801.2992113275686,False,0,0
Grazac,43102,Grazac,45.1911,4.1782,43,84,1152.0,21.749699999999997,52.966247810314634,22560.0,0.0679109478241032,1.4861977992256872,0.17785007944717923,7.595463132823464,0,0,0.0,0,0,,,,,,False,False,8211.730083008033,False,0,0
Langeac,43112,Langeac,45.0759,3.4775,43,84,3499.0,34.001,102.90873797829477,20720.0,0.19004853212294595,1.1047948758986854,0.3681393899340495,0.0,1,861,430.5,518,7,05:54:00,23:34:00,16.2,17.67,14.72,True,True,2988.3761426679725,True,2,0
Lantriac,43113,Lantriac,44.9903,4.0078,43,84,1921.0,23.1697,82.91000746664825,22730.0,0.044485442747333924,1.523412906306865,0.24302150835525507,8.973826386023449,0,0,0.0,0,0,,,,,,False,False,10779.573487828495,False,0,0
Lapte,43114,Lapte,45.1822,4.2455,43,84,1806.0,31.2285,57.83178827032999,21610.0,0.06761588411306792,1.4737824008627933,0.21430580139672323,10.878958110556669,0,0,0.0,0,0,,,,,,False,False,12100.421992682148,False,0,0
Laussonne,43115,Laussonne,44.9673,4.0492,43,84,1011.0,25.054899999999996,40.351388351180816,21260.0,0.0598669623059867,1.4523281596452329,0.3297350343473994,7.205136891179484,0,0,0.0,0,0,,,,,,False,False,14907.28280900647,False,0,0
Lempdes-sur-Allagnon,43120,Lempdes-sur-Allagnon,45.3792,3.279,43,84,1293.0,10.4225,124.05852722475414,20600.0,0.1088313877837981,1.2896414223374841,0.27002351115762835,12.337172554182867,0,0,0.0,0,0,,,,,,False,False,2899.976805601958,False,0,0
Mazet-Saint-Voy,43130,Mazet-Saint-Voy,45.043,4.2402,43,84,1114.0,45.601000000000006,24.429288831385275,20940.0,0.10189484932565611,1.3710343726679444,0.34488694301227185,6.790712924933058,0,0,0.0,0,0,,,,,,False,False,23791.63817325792,False,0,0
Mazeyrat-d'Allier,43132,Mazeyrat-d'Allier,45.1314,3.5307,43,84,1432.0,45.830200000000005,31.24577243826123,22020.0,0.05869100517289574,1.5101711294902744,0.22292958085457082,7.451096878514051,3,1346,269.2,718,13,05:23:00,22:19:00,10.41,16.93,0.83,True,True,2134.545301856423,True,3,0
Le Monastier-sur-Gazeille,43135,Le Monastier-sur-Gazeille,44.9338,4.0147,43,84,1784.0,39.295100000000005,45.40006260322533,21430.0,0.10753013219756975,1.3319128092977117,0.31036349533367796,8.02238847849934,0,0,0.0,0,0,,,,,,False,False,15466.155485989102,False,0,0
Monistrol-sur-Loire,43137,Monistrol-sur-Loire,45.2857,4.1856,43,84,8823.0,47.911899999999996,184.15049288381385,24070.0,0.08777896251142908,1.4052617644018448,0.21320890607483606,8.168576922172768,0,0,0.0,0,0,,,,,,False,False,3831.4219376652327,False,0,0
Montfaucon-en-Velay,43141,Montfaucon-en-Velay,45.1846,4.3226,43,84,1158.0,4.9857,232.26427582887058,21430.0,0.10351856890841996,1.3138699039845465,0.3044018079730748,7.667903839819829,0,0,0.0,0,0,,,,,,False,False,16755.633155342348,False,0,0
Polignac,43152,Polignac,45.0784,3.8599,43,84,2819.0,32.9052,85.67034997507993,25310.0,0.04759424353978217,1.5617755976584853,0.237011519505942,6.298078464154983,0,0,0.0,0,0,,,,,,False,False,3517.7730878668754,False,0,0
Pont-Salomon,43153,Pont-Salomon,45.3346,4.2465,43,84,1875.0,8.6757,216.12088938068396,22140.0,0.07459879448930938,1.4540537720436588,0.15853518866728106,9.480320514361582,0,0,0.0,0,0,,,,,,False,False,5520.934457785481,False,0,0
Le Puy-en-Velay,43157,Le Puy-en-Velay,45.0283,3.8973,43,84,18540.0,16.840999999999998,1100.8847455614277,20480.0,0.26714254187934744,0.91974535772445,0.24415334904295746,0.0,3,2337,467.4,1178,13,04:33:00,23:47:00,18.0,19.23,16.6,True,True,1653.2941368374595,True,3,0
Retournac,43162,Retournac,45.2223,4.0224,43,84,3007.0,45.8239,65.62077867662944,21280.0,0.11759972697173418,1.2922882927582386,0.2978545298110027,12.444702737715241,1,1283,427.7,697,6,04:33:00,23:18:00,18.52,18.75,18.4,True,True,2564.418370718995,True,3,0
Riotord,43163,Riotord,45.2369,4.4231,43,84,1195.0,51.8951,23.027222223292757,22330.0,0.08475154906089503,1.3905773665399366,0.2746790638573055,6.719084419596076,0,0,0.0,0,0,,,,,,False,False,19227.13174223766,False,0,0
Rosières,43165,Rosières,45.1322,4.006,43,84,1548.0,27.4078,56.48027203934646,21400.0,0.09051427486186382,1.3704107771209761,0.2647342560202435,10.47110418156107,0,0,0.0,0,0,,,,,,False,False,7093.546513151355,False,0,0
Saint-Didier-en-Velay,43177,Saint-Didier-en-Velay,45.3064,4.2858,43,84,3523.0,26.375,133.5734597156398,23510.0,0.08299520598097525,1.4030363848756024,0.21924352170203656,8.489099224326024,0,0,0.0,0,0,,,,,,False,False,9480.161627727817,False,0,0
Saint-Ferréol-d'Auroure,43184,Saint-Ferréol-d'Auroure,45.3594,4.2597,43,84,2441.0,10.8676,224.61260995988076,25340.0,0.03940886699507389,1.5832512315270937,0.21611721611721613,11.014036240864126,0,0,0.0,0,0,,,,,,False,False,3940.241936249742,False,0,0
Sainte-Florine,43185,Sainte-Florine,45.4018,3.3096,43,84,3283.0,7.660299999999999,428.57329347414594,20570.0,0.13051700309101236,1.2917980586033724,0.26138861321842216,13.06747076902309,3,117,39.0,39,3,07:13:00,16:36:00,9.35,9.38,9.33,False,False,868.093085799833,True,2,0
Saint-Germain-Laprade,43190,Saint-Germain-Laprade,45.0353,3.9837,43,84,3432.0,28.0192,122.48743718592964,24400.0,0.031420765027322405,1.5744535519125684,0.22983521248915872,6.8340445934825444,0,0,0.0,0,0,,,,,,False,False,7214.6893620169685,False,0,0
Saint-Jeures,43199,Saint-Jeures,45.1121,4.2117,43,84,1015.0,34.567800000000005,29.362585990430397,21720.0,0.03845576235550309,1.4860704640672286,0.2535791811069076,7.262364976800329,0,0,0.0,0,0,,,,,,False,False,16534.29919809737,False,0,0
Saint-Julien-Chapteuil,43200,Saint-Julien-Chapteuil,45.0275,4.0831,43,84,2019.0,28.6146,70.55838627833344,22830.0,0.11805601725327024,1.3501979106153117,0.2515384823391034,12.303799641341872,0,0,0.0,0,0,,,,,,False,False,15073.829261987934,False,0,0
Saint-Just-Malmont,43205,Saint-Just-Malmont,45.3434,4.3174,43,84,4239.0,24.199299999999997,175.17035616732718,23160.0,0.06682849046038296,1.4806467915229629,0.20017802367045712,9.758422516763039,0,0,0.0,0,0,,,,,,False,False,5726.64989199142,False,0,0
Saint-Maurice-de-Lignon,43211,Saint-Maurice-de-Lignon,45.2225,4.1394,43,84,2688.0,30.069200000000002,89.39379830524257,23160.0,0.06871853820826924,1.4767764829314267,0.1881119748896823,10.776934289698183,0,0,0.0,0,0,,,,,,False,False,3792.7788650020507,False,0,0
Saint-Pal-de-Chalencon,43212,Saint-Pal-de-Chalencon,45.3464,3.9642,43,84,1038.0,29.093600000000002,35.67794978964446,22030.0,0.06881553728605518,1.379197213904422,0.36209599932074577,5.5238380062865655,0,0,0.0,0,0,,,,,,False,False,14406.502219037966,False,0,0
Saint-Pal-de-Mons,43213,Saint-Pal-de-Mons,45.2447,4.2815,43,84,2358.0,27.2957,86.38723315394,22700.0,0.0507191460452705,1.5225026220040254,0.18116964406911445,8.781468100986057,0,0,0.0,0,0,,,,,,False,False,11417.622145324565,False,0,0
Saint-Paulien,43216,Saint-Paulien,45.1341,3.8221,43,84,2439.0,40.5481,60.1507838838318,22280.0,0.09450980503827093,1.3832431722705603,0.24487356045816744,12.01996160546045,0,0,0.0,0,0,,,,,,False,False,4236.771604019171,False,0,0
Saint-Pierre-Eynac,43218,Saint-Pierre-Eynac,45.0426,4.0343,43,84,1288.0,24.186799999999998,53.25218714340053,24430.0,0.02644159340586524,1.6187567804199268,0.15386609624165049,10.88198730896587,0,0,0.0,0,0,,,,,,False,False,11141.757397734627,False,0,0
Saint-Romain-Lachalm,43223,Saint-Romain-Lachalm,45.2689,4.34,43,84,1154.0,19.6321,58.78128167643808,22660.0,0.05733956154834591,1.553358021074616,0.1588720673240317,9.318904188981856,0,0,0.0,0,0,,,,,,False,False,14063.692644596646,False,0,0
Sainte-Sigolène,43224,Sainte-Sigolène,45.2436,4.2265,43,84,6097.0,30.6847,198.69837410826895,22440.0,0.08649764662443869,1.430658738873494,0.2018951240594561,5.671037418053415,0,0,0.0,0,0,,,,,,False,False,7216.994634664442,False,0,0
Saint-Vincent,43230,Saint-Vincent,45.1525,3.8961,43,84,1089.0,20.925700000000003,52.041269826099004,22570.0,0.05878451279296075,1.5338867264998877,0.2165386258069682,12.270237091137886,1,905,301.7,517,5,05:31:00,19:55:00,14.4,14.4,14.4,True,True,1809.2608346954405,True,2,0
Sanssac-l'Église,43233,Sanssac-l'Église,45.0451,3.7947,43,84,1080.0,15.6974,68.80120274695173,24160.0,0.02268394404271743,1.6597025945653825,0.2299289908528989,8.275529838134846,0,0,0.0,0,0,,,,,,False,False,6066.749238524576,False,0,0
Saugues,43234,Saugues,44.9508,3.5213,43,84,1652.0,79.05189999999999,20.897663433769463,20380.0,0.09326563977567934,1.3422729675674068,0.34187928403815565,0.0,0,0,0.0,0,0,,,,,,False,False,10343.915773141813,False,0,0
La Séauve-sur-Semène,43236,La Séauve-sur-Semène,45.2962,4.2502,43,84,1456.0,8.1598,178.43574597416603,23110.0,0.0817023495815113,1.447872681137961,0.16330830334320054,10.096930545193498,0,0,0.0,0,0,,,,,,False,False,8646.396706810225,False,0,0
Solignac-sur-Loire,43241,Solignac-sur-Loire,44.9569,3.8779,43,84,1289.0,24.183600000000002,53.30058386675267,22300.0,0.052069680290780226,1.5298672783889358,0.24803135088130562,8.084558275274048,0,0,0.0,0,0,,,,,,False,False,9617.48906110647,False,0,0
Tence,43244,Tence,45.1169,4.304,43,84,3111.0,52.4217,59.34565265910873,21260.0,0.10714285714285714,1.3133423180592991,0.2824015247776366,0.0,0,0,0.0,0,0,,,,,,False,False,20576.585606605655,False,0,0
Vals-près-le-Puy,43251,Vals-près-le-Puy,45.0229,3.8637,43,84,3395.0,5.1879,654.407370997899,22760.0,0.13363559029227767,1.171014384670899,0.30818434198002065,2.708082906206376,0,0,0.0,0,0,,,,,,False,False,2667.823577826416,False,0,0
Vergongheon,43258,Vergongheon,45.3713,3.3301,43,84,1797.0,12.071900000000001,148.8580919325044,21500.0,0.10811749900746863,1.3704162552076673,0.24871304163357058,9.318803934161288,0,0,0.0,0,0,,,,,,False,False,1653.7878334725278,False,0,0
Vieille-Brioude,43262,Vieille-Brioude,45.2508,3.4013,43,84,1236.0,27.8636,44.35894859242883,23260.0,0.044444444444444446,1.5128205128205128,0.2321285140562249,5.277324770072229,1,82,82.0,82,2,05:54:00,14:24:00,8.5,8.5,8.5,True,True,1509.1557644709499,True,1,0
